f_texture_id,lesion_id,texture_contrast_zero,texture_contrast_quarterRad,texture_contrast_halfRad,texture_contrast_threeQuaRad,texture_homogeneity_zero,texture_homogeneity_quarterRad,texture_homogeneity_halfRad,texture_homogeneity_threeQuaRad,texture_dissimilarity_zero,texture_dissimilarity_quarterRad,texture_dissimilarity_halfRad,texture_dissimilarity_threeQuaRad,texture_correlation_zero,texture_correlation_quarterRad,texture_correlation_halfRad,texture_correlation_threeQuaRad,texture_ASM_zero,texture_ASM_quarterRad,texture_ASM_halfRad,texture_ASM_threeQuaRad,texture_energy_zero,texture_energy_quarterRad,texture_energy_halfRad,texture_energy_threeQuaRad
104,104,272.8349206349206,217.74227358237033,141.34888947646752,141.34888947646752,0.09789447309653311,0.10155276904497736,0.10958197078620113,0.1200045319383078,11.928703703703711,10.878930395055093,10.192261904761907,8.756742464304603,0.7379047229559341,0.7961842125209233,0.8226374420902633,0.8663934141074756,0.0006193310657596368,0.0006546099294365717,0.0006594772682735643,0.0007079986023024813,0.024796285473041565,0.02551561820020177,0.02562993205560629,0.026558017465193325
105,105,79.02861579414375,71.96729289271164,32.20633865248227,32.20633865248227,0.1715458290294741,0.18466752253171514,0.21757087374386785,0.24996790897405066,6.298358473824311,6.01210955183341,4.856588287488909,3.9864804964539005,0.5224462277145329,0.5422641366318928,0.6815849585292674,0.7891151990283014,0.0033042903516099565,0.0035022268873723507,0.004171967965458627,0.004455342294464565,0.05627383768590147,0.057889676521336114,0.06314841304643813,0.06545369458296159
106,106,219.00500000000008,183.00661625708884,119.26268115942028,119.26268115942028,0.12731610613051036,0.11698649951287593,0.12840192208540388,0.14752497227018238,10.831363636363633,9.877126654064273,9.366363636363635,8.09057971014493,0.6467553709110169,0.7010904569442038,0.7225824687180888,0.8028133505771884,0.0017574380165289256,0.0017451874457281096,0.0018450413223140495,0.0018530278565427436,0.04189209490235215,0.041750692350824306,0.04293366421016366,0.04301875983615288
107,107,139.48988970588238,162.50177009579343,93.66346938775513,93.66346938775513,0.21267078729822297,0.23003274094835288,0.22935848811697881,0.2497283600970845,7.079963235294116,7.195855893377758,7.297181372549021,5.734897959183673,0.8574801084679494,0.8358377727251727,0.8311496387660018,0.9038464393701915,0.00496622643134051,0.005200483069580372,0.005404780546477855,0.005751686797167843,0.06957946614929089,0.07134365906608417,0.07265623267083937,0.07490513229983581
108,108,163.25864055299542,100.80291319857312,123.31379310344829,123.31379310344829,0.1712074716305611,0.20962790281866003,0.19570014191096735,0.20898160226093734,8.139976958525345,6.506242568370984,7.673099078341015,6.982183908045977,0.7178888521293618,0.8224684841549363,0.7209741392232923,0.782425736442526,0.004307003758839645,0.004499802765803124,0.0044682675359425765,0.00463155634826265,0.06401254744973979,0.06578951402161169,0.06531186534214163,0.0664602047046248
109,109,489.12945804195806,428.8195087219651,168.20885744234806,168.20885744234806,0.10801443207726036,0.12021660907850149,0.13600847321750348,0.1593805233332289,14.29798951048951,13.292274830900679,10.870716783216782,8.40959119496855,0.7159814369970918,0.7525648789841537,0.836334225352178,0.9017938632845802,0.0010779714166951932,0.0011549042447475634,0.001259367817497188,0.001414792180337451,0.03228421803026581,0.03340007303706435,0.03491585058614226,0.03705899627438473
110,110,112.94565217391306,120.55869904210292,71.25746268656717,71.25746268656717,0.1811317996415214,0.1767390006538351,0.16609258552395775,0.2012952743103063,7.045015371102327,7.2653152149699265,7.491051822573564,5.829675153643545,0.8362156719913865,0.8237424992511665,0.8235545443972764,0.895207392977382,0.0026552135126059633,0.002562413277157136,0.002494989371672078,0.002809551857250442,0.050037945387505556,0.04919440111943295,0.04850830242610149,0.05157853354292635
111,111,174.7923884077282,152.7934305953786,95.9225774225774,95.9225774225774,0.13326416076682476,0.14737496685031798,0.14290423805742117,0.17139219402295294,9.456362425049969,8.624262101534828,8.548675882744838,6.966200466200466,0.835104774348815,0.8538724171833474,0.8600346798411805,0.9070063903030089,0.0007841554997090548,0.0008325453265906641,0.0008299035098075857,0.00094795730410116,0.027475811534029615,0.02839035695484106,0.028346858920045237,0.030316617465453256
112,112,37.26809210526316,34.42733564013841,23.923202614379086,23.923202614379086,0.18025953252066773,0.19745011983823368,0.2097572646826505,0.22658815184011874,4.814144736842104,4.562283737024221,4.231085526315789,3.88235294117647,0.19308054435852673,0.20392217917600522,0.3743491070690133,0.47201325119288307,0.006055499047783933,0.006435507237700698,0.006136653826177285,0.006367743175701655,0.07779745724131168,0.08020909162084382,0.07832310880763389,0.07976581893906359
113,113,301.0575757575757,325.24765868886584,155.85584677419354,155.85584677419354,0.08032091522943914,0.07043556123630855,0.08297738608116588,0.10366506235372591,13.21010101010101,13.783558792924039,12.115404040404043,9.598790322580644,0.41652744862814517,0.38346759056984714,0.5368558546127796,0.7155967719819221,0.0010588205285174982,0.001029213196018282,0.0010674931129476585,0.0011423291574531736,0.03251868121393585,0.032062006148114386,0.03264961030116563,0.033779140035751345
114,114,276.77136627906975,287.964753123141,142.94555749128918,142.94555749128918,0.13463981401942032,0.13158222977109513,0.14608588787512872,0.17377162532389456,10.761773255813953,11.107822724568706,10.29607558139535,7.6621660859465734,0.7161087876960974,0.7083978097365641,0.7321922107764016,0.8546211715499703,0.001649582544618713,0.00163066692476823,0.0017742276230394817,0.0020225718683269485,0.0403089369885525,0.04011964287426783,0.04185079948823773,0.04471490321515352
115,115,91.68924418604652,109.21460440214159,66.81591173054586,66.81591173054586,0.18048228924233162,0.16336659729699154,0.16356549884466343,0.191772405908926,6.5,7.268143961927425,7.4247093023255815,5.862659698025553,0.7322327748136053,0.6774631824136852,0.6679114555798314,0.7985954844519902,0.0025888994050838297,0.002457081472920037,0.0025115349513250406,0.0028197973617366833,0.04993864307920006,0.04869254144244831,0.04931975951402042,0.05224083173801268
116,116,197.6945116054159,195.21666666666673,119.72814009661835,119.72814009661835,0.14739722630743776,0.1475335183284193,0.15657012285673222,0.18053937049520086,9.358679883945843,9.323580246913583,9.045212765957446,7.31147342995169,0.8653181882550295,0.8689298605941687,0.8691372393738588,0.9184700508811354,0.0018110956212189799,0.001739399481786312,0.0017684510024729776,0.0020132325141776954,0.041447837866658524,0.040807213710750724,0.041260748572982585,0.043882720529246765
